DBPediaURI;searchwrap_q=Tommy+John&extern=true;searchwrap_q=Tommy+John&extern=true.1;searchwrap_q=Tommy+John&extern=true.10;searchwrap_q=Tommy+John&extern=true.11;searchwrap_q=Tommy+John&extern=true.12;searchwrap_q=Tommy+John&extern=true.13;searchwrap_q=Tommy+John&extern=true.14;searchwrap_q=Tommy+John&extern=true.15;searchwrap_q=Tommy+John&extern=true.16;searchwrap_q=Tommy+John&extern=true.17;searchwrap_q=Tommy+John&extern=true.18;searchwrap_q=Tommy+John&extern=true.19;searchwrap_q=Tommy+John&extern=true.2;searchwrap_q=Tommy+John&extern=true.20;searchwrap_q=Tommy+John&extern=true.21;searchwrap_q=Tommy+John&extern=true.22;searchwrap_q=Tommy+John&extern=true.23;searchwrap_q=Tommy+John&extern=true.24;searchwrap_q=Tommy+John&extern=true.25;searchwrap_q=Tommy+John&extern=true.26;searchwrap_q=Tommy+John&extern=true.27;searchwrap_q=Tommy+John&extern=true.28;searchwrap_q=Tommy+John&extern=true.29;searchwrap_q=Tommy+John&extern=true.3;searchwrap_q=Tommy+John&extern=true.30;searchwrap_q=Tommy+John&extern=true.31;searchwrap_q=Tommy+John&extern=true.32;searchwrap_q=Tommy+John&extern=true.33;searchwrap_q=Tommy+John&extern=true.34;searchwrap_q=Tommy+John&extern=true.35;searchwrap_q=Tommy+John&extern=true.36;searchwrap_q=Tommy+John&extern=true.37;searchwrap_q=Tommy+John&extern=true.38;searchwrap_q=Tommy+John&extern=true.39;searchwrap_q=Tommy+John&extern=true.4;searchwrap_q=Tommy+John&extern=true.40;searchwrap_q=Tommy+John&extern=true.41;searchwrap_q=Tommy+John&extern=true.42;searchwrap_q=Tommy+John&extern=true.43;searchwrap_q=Tommy+John&extern=true.44;searchwrap_q=Tommy+John&extern=true.45;searchwrap_q=Tommy+John&extern=true.46;searchwrap_q=Tommy+John&extern=true.47;searchwrap_q=Tommy+John&extern=true.5;searchwrap_q=Tommy+John&extern=true.6;searchwrap_q=Tommy+John&extern=true.7;searchwrap_q=Tommy+John&extern=true.8;searchwrap_q=Tommy+John&extern=true.9
http://dbpedia.org/resource/Lincoln_Tunnel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
http://dbpedia.org/resource/Star_Tribune;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
http://dbpedia.org/resource/Space_Shuttle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
http://dbpedia.org/resource/lincoln_tunnel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
http://dbpedia.org/resource/Tommy_john_Surgery;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
http://dbpedia.org/resource/Atlanta_Falcons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
http://dbpedia.org/resource/Kobe_Bryant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
http://dbpedia.org/resource/atlanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
http://dbpedia.org/resource/Cincinnati_Bengals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
http://dbpedia.org/resource/Miami_Dolphins;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
http://dbpedia.org/resource/twitter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
http://dbpedia.org/resource/New_Orleans_Saints;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
http://dbpedia.org/resource/United_States_dollar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
http://dbpedia.org/resource/Denver_Broncos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
http://dbpedia.org/resource/New_York_Giants;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
http://dbpedia.org/resource/Chicago_Bears;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
http://dbpedia.org/resource/Philadelphia_Eagles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
http://dbpedia.org/resource/Kansas_City_Chiefs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
http://dbpedia.org/resource/Detroit_Lions;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
http://dbpedia.org/resource/Cleveland_Browns;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
http://dbpedia.org/resource/Oakland_Raiders;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
http://dbpedia.org/resource/Minnesota_Vikings;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
http://dbpedia.org/resource/Buffalo_Bills;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
http://dbpedia.org/resource/Arizona_Cardinals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
http://dbpedia.org/resource/Most_Valuable_Player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
http://dbpedia.org/resource/Houston_Texans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
http://dbpedia.org/resource/Green_Bay_Packers;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
http://dbpedia.org/resource/Carolina_Panthers;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
http://dbpedia.org/resource/Baltimore_Ravens;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
http://dbpedia.org/resource/Dallas_Cowboys;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
http://dbpedia.org/resource/Major_League_Baseball_All-Star_Game;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
http://dbpedia.org/resource/March_2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
http://dbpedia.org/resource/NewsRadio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
http://dbpedia.org/resource/Libya;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
